   147.0      0.1410      0.3861E-01 -0.3335E-01 -0.1288     -0.1297E-01
   147.5      0.1429      0.3865E-01 -0.3638E-01 -0.1283     -0.1290E-01
   148.0      0.1447      0.3867E-01 -0.3937E-01 -0.1277     -0.1283E-01
   148.5      0.1465      0.3865E-01 -0.4234E-01 -0.1270     -0.1274E-01
   149.0      0.1484      0.3860E-01 -0.4526E-01 -0.1262     -0.1264E-01
   149.5      0.1502      0.3853E-01 -0.4816E-01 -0.1254     -0.1253E-01
   150.0      0.1520      0.3843E-01 -0.5101E-01 -0.1246     -0.1240E-01
   150.5      0.1538      0.3831E-01 -0.5382E-01 -0.1237     -0.1227E-01
   151.0      0.1556      0.3815E-01 -0.5659E-01 -0.1227     -0.1212E-01
   151.5      0.1573      0.3798E-01 -0.5931E-01 -0.1216     -0.1197E-01
   152.0      0.1591      0.3778E-01 -0.6199E-01 -0.1205     -0.1180E-01
   152.5      0.1609      0.3755E-01 -0.6463E-01 -0.1193     -0.1162E-01
   153.0      0.1626      0.3730E-01 -0.6721E-01 -0.1181     -0.1142E-01
   153.5      0.1644      0.3703E-01 -0.6975E-01 -0.1168     -0.1122E-01
   154.0      0.1661      0.3673E-01 -0.7224E-01 -0.1155     -0.1101E-01
   154.5      0.1678      0.3642E-01 -0.7467E-01 -0.1140     -0.1078E-01
   155.0      0.1695      0.3608E-01 -0.7706E-01 -0.1126     -0.1055E-01
   155.5      0.1712      0.3573E-01 -0.7940E-01 -0.1111     -0.1031E-01
   156.0      0.1729      0.3535E-01 -0.8169E-01 -0.1095     -0.1006E-01
   156.5      0.1745      0.3495E-01 -0.8393E-01 -0.1079     -0.9800E-02
   157.0      0.1762      0.3453E-01 -0.8611E-01 -0.1063     -0.9536E-02
   157.5      0.1778      0.3410E-01 -0.8825E-01 -0.1045     -0.9265E-02
   158.0      0.1795      0.3365E-01 -0.9033E-01 -0.1028     -0.8988E-02
   158.5      0.1811      0.3317E-01 -0.9237E-01 -0.1010     -0.8707E-02
   159.0      0.1826      0.3269E-01 -0.9435E-01 -0.9916E-01 -0.8421E-02
   159.5      0.1842      0.3218E-01 -0.9629E-01 -0.9728E-01 -0.8133E-02
